year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2007,Dodge,Grand Caravan,SE,Minivan,automatic,1d4gp24rx7b165327,nj,2.0,113384.0,blue,gray,santander consumer,3100.0,3000.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu415239,ga,41.0,19919.0,gray,gray,toyota motor sales usa inc/program,15000.0,14600.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg4dn744268,mi,45.0,20262.0,gray,black,fiserv/usb dealer services northstar exchange,13700.0,13600.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2006,Ford,Mustang,Deluxe,Convertible,automatic,1zvft84n765235154,tx,29.0,110102.0,silver,gray,dt credit corporation,5700.0,6100.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab8cn317388,ca,38.0,58570.0,gray,black,dtg operations inc,8800.0,9400.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2011,GMC,Acadia,SLE,SUV,automatic,1gkkrped0bj231372,fl,37.0,49073.0,black,black,fiserv/usb dealer services northstar exchange,16600.0,17600.0,Thu Jan 08 2015 01:15:00 GMT-0800 (PST)
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpba9ed632058,fl,5.0,9196.0,red,beige,chrysler capital,13450.0,12400.0,Tue Dec 23 2014 12:10:00 GMT-0800 (PST)
2007,Chrysler,300,Base,Sedan,automatic,2c3ka43r67h619087,in,34.0,158887.0,gold,black,fiserv,3425.0,2700.0,Wed Jan 28 2015 16:00:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Coupe,manual,1zvbp8am2e5277017,fl,45.0,7105.0,black,black,ford motor credit company llc,17850.0,17800.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k25dl233329,tn,37.0,28154.0,white,tan,ford motor credit company llc,11650.0,22200.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335d,Sedan,automatic,wbapn7c50ba948697,nc,41.0,94630.0,gray,brown,mercedes-benz of durham,15350.0,14400.0,Mon Jan 05 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,S,SUV,automatic,1fmcu0f75dub17301,fl,47.0,112873.0,green,black,auto sails inc,9500.0,11100.0,Tue Jan 20 2015 08:00:00 GMT-0800 (PST)
2000,Mazda,Protege,DX,Sedan,manual,jm1bj2223y0292108,md,2.0,207392.0,silver,gray,college park motor cars inc,600.0,300.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,LX,sedan,automatic,1c3ccbab1dn705970,ne,34.0,39323.0,blue,black,enterprise vehicle exchange/davenport,10250.0,11600.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1115sl9e9218028,fl,3.0,15043.0,gray,black,gm remarketing,18650.0,18500.0,Mon Feb 23 2015 05:00:00 GMT-0800 (PST)
2014,Ford,Fiesta,SE,sedan,automatic,3fadp4bj5em220674,ca,45.0,5657.0,gray,gray,tdaf remarketing,10950.0,10500.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2014,Kia,Sorento,LX,SUV,automatic,5xykt3a63eg465460,tx,5.0,40128.0,black,black,avis corporation,15600.0,16100.0,Wed Dec 31 2014 10:15:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv4cw388681,oh,37.0,43792.0,purple,black,nissan-infiniti lt,13800.0,12900.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2011,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,automatic,4jgbf8ge9ba746608,ca,4.0,56319.0,—,black,motor city buick gmc,37400.0,37000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Escape,XLT,SUV,automatic,1fmcu03g79ka70005,az,35.0,149139.0,—,beige,ge fleet services for itself/servicer,4975.0,6100.0,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2002,Honda,Accord,SE,Sedan,automatic,1hgcg56782a149829,fl,19.0,156134.0,black,gray,credit acceptance corp/vrs/southfield,2125.0,2300.0,Thu Feb 12 2015 09:00:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,automatic,2t3bfrev8dw028131,fl,4.0,41952.0,silver,gray,the hertz corporation,17950.0,17100.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2013,smart,fortwo,pure coupe,Hatchback,automatic,wmeej3ba6dk587116,pr,45.0,22223.0,silver,gray,mercedes-benz financial services,8225.0,9300.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2012,Toyota,Yaris,LE,Hatchback,automatic,jtdktud3xcd519324,nj,22.0,59995.0,gray,gray,the hertz corporation,8425.0,7100.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2008,Dodge,Grand Caravan,SXT,Minivan,automatic,1d8hn54p88b134264,mi,35.0,112740.0,gold,gray,lafontaine ford of lansing,5650.0,5400.0,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2006,GMC,Envoy XL,Denali,SUV,automatic,1gket66mx66137225,md,3.0,120746.0,black,black,sheehy nissan of waldorf,6375.0,6500.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2006,Nissan,Murano,SE,SUV,automatic,jn8az08w66w510804,pa,32.0,118405.0,silver,black,car sense inc,6775.0,7600.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,suv,automatic,1fmcu0hx1dud52498,il,45.0,19315.0,red,black,ford motor credit company llc,18700.0,19900.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1ec274232,mo,44.0,31224.0,silver,black,enterprise veh exchange/rental,14300.0,14200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb7e7406222,va,31.0,1466.0,gray,black,fiserv/crescent bank & trust,13250.0,13000.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae7du455928,fl,4.0,39564.0,black,gray,myrddin fleet services,9625.0,9500.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e39d1198487,mn,36.0,57062.0,black,black,hertz car exchange inc/oklahoma city,9750.0,11300.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2006,Subaru,B9 Tribeca,Limited 5-Passenger,SUV,automatic,4s4wx83c864430866,nj,37.0,132955.0,black,gray,j & s auto haus,5550.0,5750.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn569903,nj,39.0,60099.0,white,black,dollar thrifty auto group/faao,12050.0,11400.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5ek9a1185661,tx,33.0,50736.0,silver,gray,santander consumer,9000.0,9100.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscce00er106355,tx,44.0,39456.0,gray,black,avis corporation,39600.0,39500.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg8et271130,pa,3.0,16007.0,black,black,pv holding inc/gdp,18250.0,18100.0,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9dg3cka36878,oh,44.0,112885.0,gray,black,southgate leasing corp,10850.0,9300.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5dc831238,sc,3.0,54329.0,burgundy,black,hertz/tra,16050.0,9000.0,Thu Mar 05 2015 00:30:00 GMT-0800 (PST)
2006,Ford,F-150,XL,Regular Cab,automatic,1ftrf12w26na96724,md,35.0,160405.0,white,gray,darcars ford,2875.0,4200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Honda,CR-V,LX,SUV,automatic,5j6re3h37bl052066,ga,21.0,58614.0,black,black,ahfc/honda lease trust/hvt  inc.,12350.0,11200.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2007,Chevrolet,Cobalt,LT,Sedan,automatic,1g1al55fx77257036,tx,43.0,74626.0,red,gray,santander consumer,4350.0,5600.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap1cl777973,ca,29.0,20690.0,blue,tan,nissan motor acceptance corporation,10000.0,9250.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2006,Ford,Fusion,S,Sedan,automatic,3fafp06z96r174465,ga,29.0,126625.0,red,gray,warner robins chrysler jeep dodge,2950.0,2900.0,Fri May 29 2015 04:00:00 GMT-0700 (PDT)
2010,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1ev4a9211056,tx,34.0,71525.0,white,black,innovate loan servicing corp,11900.0,13800.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab2dn712836,mi,38.0,52070.0,black,black,dtg operations inc,9675.0,10000.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2008,Dodge,Ram Pickup 1500,ST,Regular Cab,manual,1d7ha16k08j124246,tx,1.0,115680.0,white,gray,caprock auto remarketing,6125.0,2200.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2007,Acura,RL,Base,Sedan,automatic,jh4kb16647c001003,ga,33.0,124879.0,white,tan,sossa pre owned,7525.0,8500.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s72c135952,md,19.0,138414.0,blue,black,credit acceptance corp/vrs/southfield,2350.0,1750.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 SL,sedan,automatic,3n1ab6ap3cl675607,il,38.0,37068.0,black,gray,gateway one lending & finance,11300.0,11400.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2007,Mercedes-Benz,E-Class,E350 4MATIC,sedan,automatic,wdbuf87x57b144724,mn,36.0,116406.0,white,tan,feldmann imports inc,8725.0,8700.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb7d7175864,fl,3.0,51067.0,silver,black,the hertz corporation,10800.0,10100.0,Fri Jan 23 2015 01:05:00 GMT-0800 (PST)
2009,Chevrolet,Suburban,1500 LT1,SUV,automatic,1gnfk26349r295685,tx,26.0,119341.0,white,black,hopper motorplex inc,14850.0,16300.0,Fri Jan 16 2015 03:00:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n86j173490,tx,23.0,137019.0,red,—,quality acceptance,6550.0,5600.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Kia,Soul,+,Wagon,automatic,kndjp3a55e7077750,wi,44.0,10868.0,white,black,kia motors america  inc,14250.0,13800.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae0du397385,ga,34.0,34747.0,silver,gray,capital one auto finance,9800.0,8200.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh267767,mi,34.0,53574.0,red,beige,the hertz corporation,10350.0,10100.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2008,Scion,tC,Base,Hatchback,automatic,jtkde167480228133,tn,2.0,80441.0,gray,black,dt inventory,5750.0,4200.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2009,Hyundai,Elantra,SE,Sedan,automatic,kmhdu46d69u633594,tx,33.0,80024.0,red,black,santander consumer,5725.0,7100.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2014,Lexus,CT 200h,Base,hatchback,automatic,jthkd5bh3e2177262,ca,46.0,12418.0,red,beige,newport lexus,22400.0,22000.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
2014,Chevrolet,Equinox,LT,SUV,automatic,2gnflgek1e6170233,il,29.0,53973.0,black,black,ge fleet services for itself/servicer,17500.0,17900.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0er320350,mn,4.0,19193.0,red,black,enterprise holdings/gdp,17000.0,17200.0,Wed Feb 11 2015 05:00:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5ek8b1261129,tx,31.0,65000.0,white,gray,jpmorgan chase bank n.a.,8500.0,6500.0,Wed Jan 28 2015 02:15:00 GMT-0800 (PST)
2013,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2btxdea29627,fl,31.0,42458.0,silver,black,tdaf remarketing,43300.0,39800.0,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Murano,S,SUV,automatic,jn8az1muxew416143,nv,43.0,22335.0,black,black,enterprise veh exchange/rental,18150.0,18200.0,Fri Feb 13 2015 04:00:00 GMT-0800 (PST)
2010,Nissan,Frontier,SE,King Cab,automatic,1n6ad0cu2ac431489,ca,34.0,116009.0,gray,black,remarketing by ge/manheim california,10350.0,9200.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2001,Audi,TT,225hp quattro,Convertible,manual,truut28n311003934,pa,26.0,135034.0,black,gray,credit acceptance corp/vrs/southfield,4550.0,3000.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2010,Ford,Ranger,SPORT,SuperCab,automatic,1ftlr4fe7apa23653,oh,44.0,56099.0,gray,gray,exceptional motorcar llc,14500.0,14600.0,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
1998,Toyota,Camry,CE,Sedan,manual,4t1bg22k4wu205543,fl,2.0,150304.0,beige,gray,purple heart services inc,1200.0,750.0,Thu May 21 2015 05:20:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn440887,ca,46.0,28029.0,—,gray,nissan-infiniti lt,12500.0,12750.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2007,Volkswagen,GTI,Base,hatchback,manual,wvwev71k97w118765,pa,23.0,95103.0,gray,black,daniel thomas sales,5925.0,7000.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk0eu398148,nv,43.0,22654.0,white,gray,toyota motor sales usa inc/program,15150.0,15200.0,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2012,Lincoln,MKX,Base,SUV,automatic,2lmdj8jk8cbl03110,fl,36.0,29155.0,—,black,ford motor credit company llc pd,25200.0,25100.0,Thu Jan 29 2015 01:00:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc13e99l377488,va,19.0,137653.0,red,gray,gm financial,3225.0,3500.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,4jgbf71e37a140893,pa,33.0,134477.0,silver,gray,r hollenshead auto sales inc,12350.0,12400.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2010,Mercedes-Benz,E-Class,E350 4MATIC,sedan,automatic,wddhf8hb9aa126932,ny,31.0,73728.0,black,black,midtown auto group,20100.0,19600.0,Thu Jun 04 2015 02:45:00 GMT-0700 (PDT)
2011,Toyota,4Runner,SR5,SUV,automatic,jtezu5jr6b5014699,fl,46.0,89132.0,white,beige,firkins chrysler jeep dodge,21200.0,20990.0,Tue Feb 10 2015 08:00:00 GMT-0800 (PST)
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar7cm393189,tn,5.0,33729.0,—,black,nissan infiniti lt,25200.0,28800.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek0a1105540,mi,23.0,114244.0,black,black,remarketing by ge/flagship credit acceptance,5550.0,4200.0,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2001,Lincoln,LS,Base,Sedan,automatic,1lnhm87ax1y699530,ga,21.0,123468.0,silver,gray,mall of georgia mazda,1375.0,2600.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mv9bw686111,fl,35.0,38830.0,black,black,nissan-infiniti lt,12600.0,12800.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Nissan,Pathfinder,SV,SUV,automatic,5n1ar2mn1ec651280,fl,4.0,18877.0,white,black,onesource/kendall toyota,22500.0,22400.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,manual,jn1cv6ek0dm921793,ca,36.0,16304.0,white,black,nissan infiniti lt,27300.0,27750.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2009,Toyota,Camry,LE,Sedan,automatic,4t1be46k89u388283,fl,19.0,118650.0,red,beige,national auto lenders,6925.0,5600.0,Wed Feb 04 2015 01:05:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,Eco,Sedan,manual,1g1pk5sc9c7375676,pa,41.0,29927.0,blue,black,gm financial leasing,11300.0,12000.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap4en228768,tx,35.0,28512.0,—,beige,nissan motor acceptance corporation,15550.0,18200.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Subaru,Outback,2.5i Premium PZEV,Wagon,automatic,4s4brbgc8c3202853,wa,36.0,56213.0,red,black,jpmorgan chase bank n.a.,16700.0,17300.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e54c878217,nc,22.0,204723.0,white,gray,national remarketing service,2250.0,2300.0,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2007,MINI,Cooper,S,Hatchback,manual,wmwmf735x7tt86268,ca,25.0,82859.0,gray,black,wells fargo dealer services,6400.0,5500.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,suv,automatic,1fm5k8d83dgc10597,ma,27.0,52434.0,gray,black,the hertz corporation,21900.0,20500.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2008,Mercury,Milan,Premier,Sedan,automatic,3mehm08178r602800,md,29.0,50306.0,beige,tan,wells fargo dealer services,7950.0,7600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2011,Honda,CR-V,EX-L,SUV,automatic,jhlre3h75bc001113,ca,4.0,54359.0,black,black,onemain rem/m&m auto traders,15950.0,16800.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2006,Pontiac,G6,Base,Sedan,automatic,1g2zg558864238960,oh,43.0,124772.0,blue,—,pat obrien chevrolet south,3375.0,3800.0,Tue Jan 06 2015 09:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg3cr211150,mn,49.0,4384.0,—,tan,ford motor credit company llc,15900.0,16000.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2007,Nissan,Titan,SE,crew cab,automatic,1n6aa07a77n210637,ca,34.0,54781.0,blue,gray,remarketing by ge/flagship credit acceptance,12700.0,11750.0,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f5xce044621,ga,47.0,30382.0,blue,gray,santander consumer,11250.0,12200.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2008,Volkswagen,Rabbit,S,Hatchback,automatic,wvwba71k68w342401,nc,37.0,105393.0,gray,gray,dt credit corporation,4300.0,5500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Kia,Soul,+,Wagon,automatic,kndjt2a6xc7453600,oh,37.0,37185.0,brown,gray,jr's auto city inc,10950.0,9600.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,Subaru,Legacy,2.5i Limited PZEV,Sedan,automatic,4s3bmbl69e3031875,ca,46.0,12935.0,gold,beige,subaru of america,21200.0,22200.0,Thu Feb 26 2015 05:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,suv,automatic,jn8as5mv5bw280830,pa,43.0,75430.0,black,black,nissan-infiniti lt,11600.0,12800.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2014,Chrysler,Town and Country,Touring,minivan,automatic,2c4rc1bg1er324943,mn,4.0,31496.0,gray,black,pv holding inc/gdp,18300.0,18500.0,Wed Jun 17 2015 06:00:00 GMT-0700 (PDT)
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4ae4dh288707,mn,43.0,23090.0,brown,tan,hyundai motor finance,11250.0,11400.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c50ct369219,ca,37.0,33994.0,white,—,bmw mini financial services,11900.0,11250.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf6ekd16329,fl,36.0,11923.0,white,gray,u-haul,17850.0,18200.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae6du628540,tx,34.0,23411.0,black,gray,hyundai motor finance,11250.0,9300.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Chevrolet,Equinox,LTZ,SUV,automatic,2gnflgek6d6376713,mi,41.0,48400.0,silver,black,the hertz corporation,17000.0,17000.0,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11e16c196829,wi,28.0,123567.0,black,gray,arlington hgts chry dod jeep,3975.0,4550.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Audi,Q7,3.0T Premium quattro,suv,automatic,wa1lmafe2cd005329,ca,31.0,45560.0,black,black,audi north scottsdale,35100.0,31250.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2008,Subaru,Impreza,WRX,hatchback,manual,jf1gh74628g818871,ca,28.0,85518.0,gray,black,san diego sports cars,11050.0,14500.0,Wed May 27 2015 05:15:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap0cc253041,az,37.0,69031.0,silver,black,dtg operations inc,9500.0,9500.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mt7cw302715,fl,48.0,24722.0,red,black,tdaf remarketing,15450.0,15800.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e31e1183336,il,4.0,9934.0,silver,gray,gm remarketing,14000.0,14300.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500,LTZ,Extended Cab,automatic,1gcek19j47z588315,oh,26.0,80180.0,black,black,u s auto importing & sales,15600.0,13500.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er446421,pa,3.0,14213.0,silver,black,enterprise holdings/gdp,20000.0,20000.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C350 Sport,Sedan,automatic,wddgf5hb3dr251182,nv,4.0,18305.0,white,black,mercedes-benz finc wholesale advantage,28400.0,28500.0,Thu Jan 22 2015 06:00:00 GMT-0800 (PST)
2012,Toyota,Corolla,S,sedan,automatic,5yfbu4ee0cp007811,ga,42.0,38627.0,gray,black,world omni financial corporation,11250.0,12400.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2013,Toyota,Camry,L,sedan,automatic,4t1bf1fk9du714984,il,28.0,49777.0,white,black,the hertz corporation,12100.0,12200.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2013,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse71dg231890,ga,45.0,42751.0,white,black,young motors llc,27000.0,28500.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg6eh197980,fl,4.0,18502.0,off-white,black,hertz corporation/gdp,16300.0,15900.0,Mon Jan 19 2015 04:30:00 GMT-0800 (PST)
2008,Ford,Fusion,SE,Sedan,automatic,3fahp07z58r109719,mn,19.0,84611.0,—,black,jpmorgan chase bank n.a.,5525.0,3400.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c57aa648313,nj,29.0,49252.0,black,black,wells fargo dealer services,15450.0,14200.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,suv,automatic,2fmdk4jc4dba10350,ny,36.0,44953.0,red,black,ford motor credit company llc,20700.0,18100.0,Wed Jun 10 2015 02:20:00 GMT-0700 (PDT)
2004,Dodge,Durango,Limited,SUV,automatic,1d8hb58d64f146084,ga,27.0,250355.0,blue,gray,mall of georgia mazda,625.0,1500.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2011,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1uf3b1468614,tn,41.0,67498.0,—,black,chrysler capital,7925.0,8600.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
2013,Subaru,Outback,2.5i Premium,wagon,automatic,4s4brcbc9d3250733,az,34.0,63592.0,—,black,ge fleet services for itself/servicer,16750.0,15100.0,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
2003,Jaguar,S-Type,R,Sedan,automatic,sajea03v931m66584,ca,27.0,88173.0,red,beige,walters auto sales/service inc,3525.0,5300.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,sedan,automatic,jthce1bl6d5001219,ca,36.0,37702.0,white,brown,lexus financial services,28400.0,26600.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2006,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p06la25452,wi,28.0,65863.0,black,tan,lombard toyota scion,12050.0,14000.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3dr778710,ny,42.0,45175.0,silver,black,m and t bank,16100.0,14800.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2007,Ford,Taurus,SEL Fleet,Sedan,automatic,1fafp56ux7a148518,mo,23.0,116145.0,blue,gray,fiserv/global lending services,2550.0,3900.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2014,GMC,Terrain,SLE-2,SUV,automatic,2gkalrek1e6298300,mn,44.0,26884.0,white,black,enterprise veh exchange/rental,19550.0,19500.0,Thu Jan 08 2015 10:30:00 GMT-0800 (PST)
